id	name	location	time created	tweet url	source	retweet count	likes	tweet	compound	Sentiment
268840291	President Eniola Daniel	NIGERIA	2022-08-16 07:38:12+00:00	https://twitter.com/UnlimitedEniola/status/1559444399423102976	Twitter for iPhone	1581	2730	Festus Keyamo sued Lagos State house assembly clearing Bola Tinubu governor Lagos state allegation certificate forgery Keyamo dragged member house state high court In defending man	-0.0516	Negative
40275574	Dr Ayo Sogunro	Pretoria, South Africa	2022-08-16 12:37:54+00:00	https://twitter.com/ayosogunro/status/1559519819904450560	Twitter Web App	1965	3889	Random reminder Tinubu Atiku funded Buhari presidential campaign	0.0	Neutral
1901298962	Naija	Nigeria	2022-08-16 18:23:02+00:00	https://twitter.com/Naija_PR/status/1559606676881346563	Twitter for Android	162	2299	Peter Obi need Nbillion defeat Tinubu Fayose	-0.4588	Negative
545967041	Dammy Francos	Nigeria	2022-08-17 11:42:10+00:00	https://twitter.com/DammyFrancos/status/1559868181187117056	Twitter for Android	2526	0	RT Tony Kabaka amp Festus Keyamo suppowho want The deadly cultist endorse Tinubu But D Day	0.2023	Positive
1301194140168970241	Isaac ® ™		2022-08-17 11:42:08+00:00	https://twitter.com/Bull0fjohn/status/1559868174140686336	Twitter for iPhone	0	0	Tinubu indicted pandora paper And Peter cleared air business It handle money also created entered office He also pay tax So idg	0.25	Positive
1164115944354004998	AUTO AND MOBILE 🚘📱	Lagos, Nigeria	2022-08-17 11:42:08+00:00	https://twitter.com/NnachiJohn8/status/1559868173859659777	Twitter for Android	0	0	Mercedes Benz GLk upgraded In perfect condition Extremely clean interior exterior Buy drive Fullest option NEGOTIABLE Sane NEPA Pulisic Kabaka Dest Ziyech Abuja Dele Alli Bola Ahmed Tinubu Bandana Buhari Edo State Tesla Wizkid Kemi Arise TV FC	0.7713	Positive
1232172296103776257	Ositadimma Onwe		2022-08-17 11:42:07+00:00	https://twitter.com/Mathew_Osita/status/1559868171531730945	Twitter for Android	0	0	Who packaged Buhari Nigerians It APC Tinubu Atiku So tell Nigerians vote	0.0	Neutral
1861152746	@A.M		2022-08-17 11:42:07+00:00	https://twitter.com/kaceechukwuma/status/1559868170432823296	Twitter for Android	1965	0	RT Random reminder Tinubu Atiku funded Buhari presidential campaign	0.0	Neutral
1511688363409133568	Chychy Nwosu		2022-08-17 11:42:05+00:00	https://twitter.com/chychyloving/status/1559868163889807360	Twitter for Android	2	0	RT Let assume All Progressives Congress well want BAT continue ideology someone want reduce purchasing p	0.4019	Positive
474046462	Young Pac	nigeria	2022-08-17 11:42:04+00:00	https://twitter.com/richieedet/status/1559868158223196168	Twitter for Android	182	0	RT Why I keep feeling Bola Ahmed Tinubu placeholder Kashim Shettima mean end	0.128	Positive
524570396	Dizayya Ibuchi	Port Harcourt, Rivers State	2022-08-17 11:42:01+00:00	https://twitter.com/dizayya/status/1559868145598435330	Twitter for Mac	43	0	RT Just tweet understand Asake Benin Instablog NEPA G Wagon Yahoo Seyi makinde TINUBU	0.0	Neutral
23336792	padre		2022-08-17 11:42:00+00:00	https://twitter.com/padrejp/status/1559868140342984704	Twitter for Android	402	0	RT Immediately read understand Retweet need youth yet see light Peter Obi see th	0.0	Neutral
1534793745899601921	Ifeanyi_Daniel		2022-08-17 11:42:00+00:00	https://twitter.com/Ifeanyi03325766/status/1559868139315335169	Twitter for Android	964	0	RT Asari Dokubo endorsed Tinubu Tony Kabaka also endorsed Tinubu As saying go show friend amp I	0.7351	Positive
590761110	Gen YZ		2022-08-17 11:41:59+00:00	https://twitter.com/Tai_gal/status/1559868135448141824	Twitter for iPhone	0	0	We care We want Tinubu Atiku matter There contestant Obi headache oh threat abi Kenya election Dey make una realize e fit happen abi Cool market candidate peace	0.8176	Positive
378058973	Sekakama	Marsh Land.	2022-08-17 11:41:56+00:00	https://twitter.com/Coolnnam/status/1559868126430388224	Twitter for Android	77	0	RT The major challenge Bola Ahmed Tinubu age health These symptom Parkinson evident	0.1513	Positive
1108338201142403078	PeterOkwuteobi	BARCELONA ASPIRANT	2022-08-16 07:38:07+00:00	https://twitter.com/udujiOmefo/status/1559444377658970112	Twitter for Android	777	0	RT All Progressives Congress Tinubu bought many campaign vehicle distributed state All Progressives Congress governor I went governme	0.0	Neutral
1482058984685244426	Oshodi Mafolukun 1		2022-08-16 07:38:06+00:00	https://twitter.com/Damilare1213/status/1559444375196803072	Twitter for Android	140	0	RT Na Tinubu go sign National Budget By God Grace	0.5994	Positive
1394387642956009472	…is it for Beans and Dodo? 😏		2022-08-16 07:38:06+00:00	https://twitter.com/_MumJeans/status/1559444373930233856	Twitter for iPhone	1647	0	RT The rented Bishop robe time dancing Tinubu Festus Keyamo	0.0	Neutral
340992624	BigNas ♥️💯💐👑	Nigeria	2022-08-16 07:38:05+00:00	https://twitter.com/NasRule1/status/1559444371111559169	Twitter for iPhone	2188	0	RT While El Rufai Tinubu Kwankwaso Buba Galadima Festus Keyamo amp others talk Peter Obi man opposite	0.0	Neutral
1479292253394939905	Umunakwe Motors		2022-08-16 07:38:05+00:00	https://twitter.com/UmunakweM/status/1559444368242737153	Twitter for Android	0	1	Imagine Tony Kababa MC Oluomo Tinubu government God please oo let affliction come second time Amen	0.5267	Positive
1094135968020549632	ANTHONY ADOLE	ABUJA	2022-08-16 07:38:04+00:00	https://twitter.com/aadole272/status/1559444364702937088	Twitter for Android	1059	0	RT BreakingNews casting VOTE VOTE Tinubu Shettima Peter Obi Yusuf Atik	0.0	Neutral
1532453965891354632	Cynthynice		2022-08-16 07:38:04+00:00	https://twitter.com/CynNwobodo/status/1559444364534976513	Twitter for Android	2188	0	RT While El Rufai Tinubu Kwankwaso Buba Galadima Festus Keyamo amp others talk Peter Obi man opposite	0.0	Neutral
4795453464	PETEROBI2023	Earth	2022-08-16 07:38:03+00:00	https://twitter.com/BNaalo/status/1559444362630729728	Twitter for Android	734	0	RT These youth Northern Nigeria rejecting failed APC In fullness time bigotry keep El Rufai	-0.743	Negative
4183660145	ROYALTY	a distant galaxy	2022-08-16 07:38:01+00:00	https://twitter.com/Olaekun_Dmx/status/1559444354971930624	Twitter for Android	38	0	RT In much I want u go election Oyo state readily working presidency	0.0772	Positive
1368743253936324610	king adetoyese	Ibadan, Nigeria	2022-08-16 07:38:01+00:00	https://twitter.com/adetoyese_ajayi/status/1559444352774062082	Twitter for Android	627	0	RT If issue Pyrate confraternity campaigning Tinubu issue	0.0	Neutral
1418366782906187780	Reverse Truth 👳🏻‍♀️🧕🏻🦅	Humor and Pun	2022-08-16 07:37:57+00:00	https://twitter.com/bidal899/status/1559444338370920448	Twitter for iPhone	187	0	RT Seduce husband sexy wear stop tying All Progressives Congress wrapper around house Tinubu face What problem	-0.128	Negative
892642988081520641	CandO	Lagos, Nigeria	2022-08-16 07:37:54+00:00	https://twitter.com/CandOpetgas/status/1559444325443969026	Twitter for Android	1573	0	RT If supporting Peter Obi President make IPOB alhamdullilahi Wallahi I IPOB Indigenous People Bandit fre	0.4404	Positive
1541284251282317312	Factor		2022-08-16 07:37:54+00:00	https://twitter.com/Factor52846653/status/1559444324949041152	Twitter for Android	2526	0	RT Tony Kabaka amp Festus Keyamo suppowho want The deadly cultist endorse Tinubu But D Day	0.2023	Positive
1276480389259898885	Oscar	Federal Capital Territory, Nig	2022-08-16 07:37:53+00:00	https://twitter.com/EffiomAsuquo3/status/1559444319509037056	Twitter for Android	777	0	RT All Progressives Congress Tinubu bought many campaign vehicle distributed state All Progressives Congress governor I went governme	0.0	Neutral
1262781167293661184	AkinAde Now Olori Ebi 𓃵	Ilu awon Osu 🔞	2022-08-16 07:37:51+00:00	https://twitter.com/Adedamola___/status/1559444309878968320	Twitter for iPhone	187	0	RT Seduce husband sexy wear stop tying All Progressives Congress wrapper around house Tinubu face What problem	-0.128	Negative
1273365499158691840	LàVíç	Lagos, Nigeria	2022-08-16 07:37:50+00:00	https://twitter.com/LaVic55/status/1559444306523574272	Twitter for Android	2188	0	RT While El Rufai Tinubu Kwankwaso Buba Galadima Festus Keyamo amp others talk Peter Obi man opposite	0.0	Neutral
1537426665965604864	Ayuba Ibn Braimah 🇳🇬	Auchi, Nigeria	2022-08-16 07:37:49+00:00	https://twitter.com/MgrAyuba/status/1559444303855894528	Twitter for Android	0	0	If Atiku win reward Dino Melaye Reno Omokri Party member That call structure If Tinubu win reward Joe Igbokwe MC Oluumo Oshomole Lai Mohammed party member That call structure Obidients	0.9657	Positive
1229522009681485824	Êbåkō	Streets Of Africa 	2022-08-16 07:37:49+00:00	https://twitter.com/EbakoUltimate/status/1559444302970978305	Twitter Web App	269	0	RT As Young Nigerian exactly supporting Tinubu	0.4404	Positive
2770026539	Wizkid First Daughter👑🦅⭐	Somewhere Safe	2022-08-16 07:37:49+00:00	https://twitter.com/lytskinjoy/status/1559444302673182723	Twitter for iPhone	2188	0	RT While El Rufai Tinubu Kwankwaso Buba Galadima Festus Keyamo amp others talk Peter Obi man opposite	0.0	Neutral
2825001623	PETER OBI’s AMBASSADOR	Szczecin, Poland	2022-08-16 07:37:48+00:00	https://twitter.com/AbalekeOny/status/1559444300446027779	Twitter for iPhone	0	0	What detail hide Did steal public fund invest abroad It personal money investment right keep country choice Tinubu stole govt money buy house jobless kid worth million dollar What hypocrite like	-0.128	Negative
980189602504994816	Adoga christy		2022-08-16 07:37:46+00:00	https://twitter.com/AdogaChristy/status/1559444291289858053	Twitter for Android	0	1	You mad ooo tinubu rule Nigeria want relocate china	-0.4404	Negative
1044526435124367360	Akuamoah	Dansoman	2022-08-16 07:37:46+00:00	https://twitter.com/Moraa_ta/status/1559444289389748224	Twitter for iPhone	5632	0	RT You guy remember Kabaka notorious criminal cultist BBC documentary Cult group Nigeria r	-0.743	Negative
861189021959147520	Supreme Leader of Lagos		2022-08-16 07:37:46+00:00	https://twitter.com/itskolawole/status/1559444288060153856	Twitter for iPhone	931	0	RT Tinubu hiring Notorious Cutist like Tony Kababar campaign tell need know	-0.1027	Negative
80410951	MAYOR ⚖🍥	🇳🇬 	2022-08-16 07:37:45+00:00	https://twitter.com/Mayor38/status/1559444287326240768	Twitter for Android	187	0	RT Seduce husband sexy wear stop tying All Progressives Congress wrapper around house Tinubu face What problem	-0.128	Negative
1127219009806585856	Airbel	Calabar, Nigeria	2022-08-16 07:37:45+00:00	https://twitter.com/Airbel_joe/status/1559444284830523393	Twitter for iPhone	0	0	Kenya president elect name William Ruto sweet name Now let imagine Nigeria president elect name next year Peter Obi sweet name Bola Tinubu Ti nubu awful Atiku Abubakar God please Rabiu Kwankwaso wahaluur	0.7506	Positive
1554097986485063680	Your Fave	Nigeria	2022-08-16 07:37:44+00:00	https://twitter.com/mikaelson2406/status/1559444283400364032	Twitter for iPhone	167	0	RT Shorts N Joggers N Hoodies N Tshirts N Send DM Whatsapp Delivery nationwide IG	0.0	Neutral
930111479721930753	Daniel	Lagos, Nigeria	2022-08-16 07:37:44+00:00	https://twitter.com/iamhodan/status/1559444281366044674	Twitter for iPhone	627	0	RT If issue Pyrate confraternity campaigning Tinubu issue	0.0	Neutral
704505126	GuyMan		2022-08-16 07:37:44+00:00	https://twitter.com/K__Solomon/status/1559444281210855424	Twitter for iPhone	1089	0	RT See type Individual heading Tinubu campaign Kabaka notorious Cultist popular BBC documentary This tell yo	-0.0258	Negative
153706284	Real Hboss 🇳🇬🇬🇧		2022-08-16 07:37:43+00:00	https://twitter.com/ras_hech/status/1559444276228116480	Twitter for Android	572	0	RT Who Vote Between Atiku Tinubu amp Peter Obi See reaction Residents Benin City Benin Women	0.0	Neutral
1335093268665741313	Dr Rayo Wright		2022-08-16 07:37:40+00:00	https://twitter.com/DrRayoWright/status/1559444265758912512	Twitter for Android	10	13	Uve held hostage month APC led government pretence ASUU strike Ur father still feeding eating ounje omo graduate son daughter Yet amp ur father planning vote Tinubu Are people well upstairs	0.1531	Positive
2971430081	Fatai Amada		2022-08-16 07:37:36+00:00	https://twitter.com/Fatai_Amada/status/1559444249913040896	Twitter for Android	80	0	RT I Ground today receive DG Presidential campaign party Governor Simon Campai	0.4019	Positive
779592909540593664	AntiCorruption ⌚	Sun	2022-08-16 07:37:35+00:00	https://twitter.com/NnajiFarm/status/1559444244275789824	Twitter Web App	692	0	RT TINUBU WILL NEVER BE PRESIDENT OF NIGERIA ATIKU WILL NEVER BE PRESIDENT OF NIGERIA PETER OBI IS NIGERIA S NEXT PRES	0.0	Neutral
566222007	BAYODE	Ibadan, Nigeria	2022-08-16 07:37:34+00:00	https://twitter.com/iam_bayode/status/1559444238936449024	Twitter for Android	38	0	RT Not even fan Tinubu whole fake outrage irritating One confraternity campaigned Tinubu	-0.885	Negative
1308643076840271872	Ojiaka Chijioke	Lagos, Nigeria	2022-08-16 07:37:33+00:00	https://twitter.com/ChijiokeOjiaka/status/1559444236554190848	Twitter for Android	1	17	When Tanbuwal last minute game Peoples Democratic Party primary said yes North PhD politics I wish south deploy sentiment region st like north always The plan north install Tinubu power return HOW Obaseki	0.8625	Positive
522249947	Vwarho Ayeku	Alkebulan✊🏿	2022-08-16 07:37:31+00:00	https://twitter.com/_maniche09/status/1559444227884548097	Twitter for Android	332	0	RT Comrade Aminu Nurudeen Muslim IPOB member Northern Nigeria According Reno Deji Sega silly logic	0.0258	Positive
706858688	Tos Tos🦋	Currently upgrading😎	2022-08-16 07:37:31+00:00	https://twitter.com/Tosinamadi_/status/1559444226936655873	Twitter for iPhone	1564	0	RT Once say Vote wisely Tinubu supporter assume speaking candidate	0.5994	Positive
368280148	sabiduria	Lagos	2022-08-16 07:37:27+00:00	https://twitter.com/wisone99/status/1559444210784555008	Twitter Web App	1014	0	RT OBIdients Peter Obi must lead candidate EVERYTHING however stand Atiku follower P	0.0	Neutral
1208694563231150081	Anthony_Godspeed		2022-08-16 07:37:27+00:00	https://twitter.com/AnthonyGodspee1/status/1559444208699822081	Twitter for iPhone	2526	0	RT Tony Kabaka amp Festus Keyamo suppowho want The deadly cultist endorse Tinubu But D Day	0.2023	Positive
1214890609921671174	Samuel Usoro		2022-08-16 07:37:24+00:00	https://twitter.com/SamuelUsoro7/status/1559444196259467265	Twitter for Android	2188	0	RT While El Rufai Tinubu Kwankwaso Buba Galadima Festus Keyamo amp others talk Peter Obi man opposite	0.0	Neutral
1338935692978774020	Edo_Pikin	Osaka-shi Miyakojima-ku, Osaka	2022-08-16 07:37:23+00:00	https://twitter.com/Etsako_gurl/status/1559444194279788547	Twitter for Android	1	12	Una dey Twitter dey cap Oga know many people wey know wey go vote Tinubu Including sef Oga rest	0.0	Neutral
944673561616232448	Osborne_Osberry	Lagos Nigeria	2022-08-16 07:37:20+00:00	https://twitter.com/Osberry_Osb/status/1559444180509855744	Twitter for iPhone	2	0	RT Being technocrat young old Tinubu technical assistance Nigeria need	0.0	Neutral
785250792487972864	saraholofinro🌼	Ibadan, Nigeria	2022-08-16 07:37:19+00:00	https://twitter.com/saraholofinro/status/1559444176646930432	Twitter for iPhone	1647	0	RT The rented Bishop robe time dancing Tinubu Festus Keyamo	0.0	Neutral
782619136899756032	Aristo	where the bag is..	2022-08-16 07:37:17+00:00	https://twitter.com/arinze_kannu/status/1559444169210331137	Twitter for Android	71	0	RT Peoples Democratic Party Atiku struggling trend All Progressives Congress Tinubu struggling trend The day trend day col	-0.4404	Negative
871064279868485633	Edward Forgive 🕊️	Abuja 	2022-08-16 07:37:16+00:00	https://twitter.com/EdwardForgive/status/1559444166014271489	Twitter for Android	692	0	RT TINUBU WILL NEVER BE PRESIDENT OF NIGERIA ATIKU WILL NEVER BE PRESIDENT OF NIGERIA PETER OBI IS NIGERIA S NEXT PRES	0.0	Neutral
1202651229412876296	𝗙𝗔𝗗𝗢𝗩𝗬	Vbank 1000598099	2022-08-16 07:37:16+00:00	https://twitter.com/Yomi16billzz/status/1559444165422874627	Twitter Web App	1821	0	RT This Tony Kababa A Notorious Cultist thug Killer Tinubu recruited Campaign endorsed All Progressives Congress presidential campa	-0.7351	Negative
74522020	City Boy Athem.. Awa Lokan	Kano, Nigeria	2022-08-16 07:37:15+00:00	https://twitter.com/lefuturebon/status/1559444160720953345	Twitter for Android	0	0	Useless IPOB terrorist Continue disguising like people kind zero shame honor Tinubu president Federal Republic Nigeria come whether like TinubuShettima	-0.3182	Negative
1311334589080764418	Alike Sam		2022-08-16 07:37:15+00:00	https://twitter.com/AlikeSam1/status/1559444159651528704	Twitter for Android	1647	0	RT The rented Bishop robe time dancing Tinubu Festus Keyamo	0.0	Neutral
72257694	匚卄尺丨丂ㄥ卂爪丨匚ﾌ乇山	Your twitter app.	2022-08-16 07:37:12+00:00	https://twitter.com/ChrIslamicJew/status/1559444149312552960	Twitter for iPhone	0	0	Show link please Not propaganda write I Tinubu verifiable link	0.466	Positive
867501379081961472	Classycrystaleyed	Lagos, Nigeria	2022-08-16 07:37:12+00:00	https://twitter.com/Classycrystale1/status/1559444146791845888	Twitter for iPhone	71	0	RT Peoples Democratic Party Atiku struggling trend All Progressives Congress Tinubu struggling trend The day trend day col	-0.4404	Negative
1094617747361878016	Owens Harry	España	2022-08-16 07:37:10+00:00	https://twitter.com/OwensHarry2/status/1559444141074964481	Twitter for Android	472	0	RT Breaking Tinubu camp cry lack fund social medium campaign warning PO surge popularity everywh	-0.8415	Negative
1550581510671159303	Anunobi Governor		2022-08-16 07:37:10+00:00	https://twitter.com/AnunobiGovernor/status/1559444140554952704	Twitter for iPhone	2234	0	RT Festus Keyamu Official Spokesman Tinubu All Progressives Congress presidential campaign shared Video known Cultist Thug Kille	0.34	Positive
100012078	Greg.......😇/👹💨🔥	Nigeria	2022-08-16 07:37:10+00:00	https://twitter.com/agbokhan/status/1559444139275608068	Twitter for iPhone	1	0	Is tinubu currently governor Lagos Should ascribe victory anambra Peter Obi You people get paid stupid	-0.5267	Negative
1094910332051644417	ill na na✨	Bedford, England	2022-08-16 07:37:08+00:00	https://twitter.com/erinellex/status/1559444132271104000	Twitter for iPhone	5632	0	RT You guy remember Kabaka notorious criminal cultist BBC documentary Cult group Nigeria r	-0.743	Negative
1177660086933700608	Major T_🎶	Earth 	2022-08-16 07:37:08+00:00	https://twitter.com/oficialMajorT/status/1559444131105198080	Twitter for iPhone	187	0	RT Seduce husband sexy wear stop tying All Progressives Congress wrapper around house Tinubu face What problem	-0.128	Negative
189498074	eseoghene		2022-08-16 07:37:08+00:00	https://twitter.com/eseoghere/status/1559444129670729729	Twitter for Android	332	0	RT Comrade Aminu Nurudeen Muslim IPOB member Northern Nigeria According Reno Deji Sega silly logic	0.0258	Positive
49066794	Cliffemenike	Here	2022-08-16 07:37:07+00:00	https://twitter.com/cliffemenike/status/1559444126285938688	Twitter for Android	777	0	RT All Progressives Congress Tinubu bought many campaign vehicle distributed state All Progressives Congress governor I went governme	0.0	Neutral
1210044325092057089	uche Oputa		2022-08-16 07:37:06+00:00	https://twitter.com/uche_oputa/status/1559444123727396865	Twitter for Android	964	0	RT Asari Dokubo endorsed Tinubu Tony Kabaka also endorsed Tinubu As saying go show friend amp I	0.7351	Positive
3348585753	Peter Obi’s Son	Abuja	2022-08-16 07:37:06+00:00	https://twitter.com/IkennaNwaehie/status/1559444121995165697	Twitter for iPhone	148	0	RT Supporting Tinubu difficult thing defend age Health Shaking Hands Certificate Drug Lo	-0.0772	Negative
3431282073	Young Dave	Canada	2022-08-16 07:37:06+00:00	https://twitter.com/iamyoungdave/status/1559444120866889729	Twitter for Android	79	0	RT All Progressives Congress get man still carry tinubu give u All Progressives Congress Peoples Democratic Party wicked party They live future They	0.25	Positive
721696218020253699	😀iractive	Abuja. 	2022-08-16 07:37:04+00:00	https://twitter.com/omoonoshi/status/1559444114587918336	Twitter for Android	0	1	Na selective adoration dey Everything good done another person dem go chest Tinubu e bad dem go wan dissociate themeselves decepting lot	0.5106	Positive
969910855	Muslim Plaza	Birmingham	2022-08-16 07:37:04+00:00	https://twitter.com/MuslimPlaza/status/1559444113061134336	dlvr.it	0	0	Yoruba Elders Tinubu supporter protest Muslim Muslim ticket Guardian Nigeria	0.0258	Positive
1553693761649184768	Suliyat Akeem		2022-08-16 07:37:01+00:00	https://twitter.com/SuliyatAfolabi1/status/1559444102273503234	Twitter for Android	5632	0	RT You guy remember Kabaka notorious criminal cultist BBC documentary Cult group Nigeria r	-0.743	Negative
217099828	Heimdall	Lagos	2022-08-16 07:37:00+00:00	https://twitter.com/Sossiq/status/1559444099240976384	Twitter for Android	5632	0	RT You guy remember Kabaka notorious criminal cultist BBC documentary Cult group Nigeria r	-0.743	Negative
1527018669175349251	AZ	Lagos, Nigeria	2022-08-16 07:37:00+00:00	https://twitter.com/zixtobanty/status/1559444097076715520	Twitter for Android	181	0	RT Kindly Retweet Comes full packaging Price Size Kindly Dm WhatsApp Delivery Natio	0.7506	Positive
1530230845507883009	Taiwo Olubodun		2022-08-16 07:37:00+00:00	https://twitter.com/TaiwoOlubodun8/status/1559444096632164353	Twitter for Android	0	0	Tinubu President	0.0	Neutral
420960908	PEOPLESPOSSIBILITY	Lagos,Nigeira	2022-08-16 07:36:58+00:00	https://twitter.com/PEOPLESPOSSIBIL/status/1559444090269454336	Twitter Web App	1821	0	RT This Tony Kababa A Notorious Cultist thug Killer Tinubu recruited Campaign endorsed All Progressives Congress presidential campa	-0.7351	Negative
1232342617356165122	chimagozielam		2022-08-16 07:36:57+00:00	https://twitter.com/EdricWilliams5/status/1559444085068406784	Twitter for Android	2526	0	RT Tony Kabaka amp Festus Keyamo suppowho want The deadly cultist endorse Tinubu But D Day	0.2023	Positive
760544420936679424	jay ezinne		2022-08-16 07:36:55+00:00	https://twitter.com/jay_ezinne/status/1559444078131036161	Twitter for Android	2526	0	RT Tony Kabaka amp Festus Keyamo suppowho want The deadly cultist endorse Tinubu But D Day	0.2023	Positive
553727607	Òfém Kèbèsóbásè 🇳🇬	Ilorin, Nigeria	2022-08-16 07:36:55+00:00	https://twitter.com/KebeOfem/status/1559444077099229184	Twitter for Android	777	0	RT All Progressives Congress Tinubu bought many campaign vehicle distributed state All Progressives Congress governor I went governme	0.0	Neutral
945331915061637121	Resilience	Lagos, Nigeria	2022-08-16 07:36:55+00:00	https://twitter.com/AmanyunoseS/status/1559444075769729025	Twitter for Android	114	0	RT My people I feeling hot even cold weather I imagine hot Tinubu Atiku feeling even	0.25	Positive
4248841103	SEA OF WONDER 🌊🦾	candie avenue	2022-08-16 07:36:55+00:00	https://twitter.com/Papi_Candieman/status/1559444074431651843	Twitter for iPhone	1	4	Tinubu soon go see Wike soon na copy copy dey	0.0	Neutral
958710789820559361	AllenCompanyPLC	Lagos	2022-08-16 07:36:54+00:00	https://twitter.com/DonAllen247/status/1559444070870781953	Twitter for iPhone	332	0	RT Comrade Aminu Nurudeen Muslim IPOB member Northern Nigeria According Reno Deji Sega silly logic	0.0258	Positive
355913921	MMI	Nigeria	2022-08-16 07:36:54+00:00	https://twitter.com/Sloks_ET/status/1559444070224773122	Twitter for Android	5	0	RT Bro generalize u I full grown Lagosian I stand Peter Obi So pls stop generalizi	-0.187	Negative
975840344062545920	brand_Extras	Nigeria	2022-08-16 07:36:52+00:00	https://twitter.com/Brand_extras/status/1559444064398884865	Twitter for Android	1059	0	RT BreakingNews casting VOTE VOTE Tinubu Shettima Peter Obi Yusuf Atik	0.0	Neutral
336461097	Noble	Abuja, Nigeria	2022-08-16 07:36:51+00:00	https://twitter.com/NobleChekwube/status/1559444060124880896	Twitter for iPhone	2526	0	RT Tony Kabaka amp Festus Keyamo suppowho want The deadly cultist endorse Tinubu But D Day	0.2023	Positive
3002932006	one man army	Lagos	2022-08-16 07:36:51+00:00	https://twitter.com/squaddybaba/status/1559444057654530049	Twitter for iPhone	31	0	RT fancy govt car police truck attacked protester within sight police military Have forgotten	-0.5994	Negative
782619136899756032	Aristo	where the bag is..	2022-08-16 07:36:49+00:00	https://twitter.com/arinze_kannu/status/1559444050217926657	Twitter for Android	114	0	RT My people I feeling hot even cold weather I imagine hot Tinubu Atiku feeling even	0.25	Positive
609218148	Pepsi (ACA)	Lagos, Nigeria	2022-08-16 07:36:49+00:00	https://twitter.com/Pepsi_addict__/status/1559444049429495809	Twitter for Android	931	0	RT Tinubu hiring Notorious Cutist like Tony Kababar campaign tell need know	-0.1027	Negative
2207722317	#BATified Atiku (Arc.)	Kaduna, Nigeria	2022-08-16 07:36:47+00:00	https://twitter.com/brown_skin_boy/status/1559444042357817344	Twitter for Android	627	0	RT If issue Pyrate confraternity campaigning Tinubu issue	0.0	Neutral
540211709	Chris Chukwuma	Queens Land. 	2022-08-16 07:36:46+00:00	https://twitter.com/Chuks_kris/status/1559444038436196352	Twitter for Android	2526	0	RT Tony Kabaka amp Festus Keyamo suppowho want The deadly cultist endorse Tinubu But D Day	0.2023	Positive
1183326883	Ogbuefi Pascal	Nigeria and beyond	2022-08-16 07:36:44+00:00	https://twitter.com/ArtComplexe/status/1559444030877999109	Twitter for Android	5632	0	RT You guy remember Kabaka notorious criminal cultist BBC documentary Cult group Nigeria r	-0.743	Negative
1544589354252881922	Iwok Emmanuel		2022-08-16 07:36:42+00:00	https://twitter.com/IwokEmmanuel2/status/1559444020191006720	Twitter for Android	309	0	RT Festus Keyamo senior advocate celebrating group sketchy dubious character singing Tinubu even	0.296	Positive
1246054041802682370	^KAIRALUCHukwu^💫	Canada Oh Lord!🤲	2022-08-16 07:36:42+00:00	https://twitter.com/kairaluchy/status/1559444019897417729	Twitter for iPhone	71	0	RT Peoples Democratic Party Atiku struggling trend All Progressives Congress Tinubu struggling trend The day trend day col	-0.4404	Negative
1290071072	Edozie Cyril	Asaba, Delta State.	2022-08-16 07:36:40+00:00	https://twitter.com/EdozieCyril/status/1559444015170330625	Twitter for Android	2234	0	RT Festus Keyamu Official Spokesman Tinubu All Progressives Congress presidential campaign shared Video known Cultist Thug Kille	0.34	Positive
137444093	𝒫𝓇𝒾𝓃𝒸𝑒 𝐹𝒯 𝒪𝒿𝑒𝓉 𓃵 ⚪️	Lagos..	2022-08-16 07:36:40+00:00	https://twitter.com/AAOjetimi/status/1559444014230867969	Twitter for Android	3	0	RT Anything GET BOLA TINUBU OUT OF LAGOS He major problem Lagos IGBOS Lagos allowe	-0.4576	Negative
1197110452658089986	Edozie_dozie	Abuja, Nigeria	2022-08-16 07:36:39+00:00	https://twitter.com/Edozie_dozie/status/1559444010988720128	Twitter for Android	256	0	RT Vote wisely hate speech Atiku Tinubu It like saying vote Peter Obi It show Peter Obi	0.1531	Positive
867501379081961472	Classycrystaleyed	Lagos, Nigeria	2022-08-16 07:36:38+00:00	https://twitter.com/Classycrystale1/status/1559444005141749763	Twitter for iPhone	114	0	RT My people I feeling hot even cold weather I imagine hot Tinubu Atiku feeling even	0.25	Positive
1534158944129716224	MATHIAS EDIDIONG, B.Sc. Geophysics		2022-08-16 07:36:38+00:00	https://twitter.com/KingMathias001/status/1559444003279478784	Twitter Web App	2425	0	RT This Is Mulikat Akande She supposed become speaker She lost bcs Tinubu worked support	0.1027	Positive
1534623546760118272	Martin Luthor of Nigeria	Nigeria	2022-08-16 07:36:36+00:00	https://twitter.com/ChineduTq/status/1559443998477000704	Twitter for Android	2188	0	RT While El Rufai Tinubu Kwankwaso Buba Galadima Festus Keyamo amp others talk Peter Obi man opposite	0.0	Neutral
58249722	Teacher Ice (Mahmoud)	Nigeria	2022-08-16 07:36:36+00:00	https://twitter.com/Oliverunn/status/1559443996874776577	Twitter for Android	0	0	And operate thievery extortion embezzlement economy like Tinubu Tell one legitimate business Tinubu	-0.128	Negative
1358756371425087492	Rah' 🔫	Sanhok	2022-08-16 07:36:32+00:00	https://twitter.com/Sirk4sm/status/1559443981397794816	Twitter for Android	187	0	RT Seduce husband sexy wear stop tying All Progressives Congress wrapper around house Tinubu face What problem	-0.128	Negative
